Film_Linki,Film_Adi,Vizyon_Tarihi,Toplam_Seyirci,Liste_Yili,Yonetmen,Oyuncular,Sure_Dakika,IMDb_Puani,Sektor_Toplam_Seyirci,Ort_Bilet_TL,Log_Toplam_Seyirci,Is_Pandemi,Is_Yerli,IMDb_Yok,Is_Devam_Filmi,Rekabet_Indeksi,Mevsim_Ilkbahar,Mevsim_Kis,Mevsim_Sonbahar,Mevsim_Yaz,Yonetmen_Skor,Yonetmen_Film_Sayisi,Oyuncu1_Skor,Oyuncu2_Skor,Oyuncu3_Skor,Kadro_Veri_Var,Dagitimci_Skor,Tur_3_Boyutlu,Tur_Aile,Tur_Aksiyon,Tur_Animasyon,Tur_Belgesel,Tur_Bilim_Kurgu,Tur_Biyografi,Tur_Dram,Tur_Fantastik,Tur_Genclik,Tur_Gerilim,Tur_Gizem,Tur_IMAX,Tur_Komedi,Tur_Korku,Tur_Macera,Tur_Muzik,Tur_Muzikal,Tur_Romantik,Tur_Romantik_Komedi,Tur_Savas,Tur_Spor,Tur_Suc,Tur_Tarihi
iyi-bir-dinozor--2011498,İyi Bir Dinozor,2016-01-15,718008,2016,Peter Sohn,,93.0,6.7,58287772,11.87,13.484237382770743,0,0,0,0,3.0,0,1,0,0,12.060252507195019,0,,,,0,12.502180437430777,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diren-zamani-geldi--2012654,Diren: Zamanı Geldi,2016-01-15,15737,2016,Sarah Gavron,"Carey Mulligan, Helena Bonham Carter, Meryl Streep, Ben Whishaw, Brendan Gleeson",106.0,6.9,58287772,11.87,9.663833449094929,0,0,0,0,3.0,0,1,0,0,12.189705677701903,0,12.189705677701903,12.189705677701903,12.189705677701903,1,12.189705677701903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dirilis--2012340,Diriliş,2016-01-22,633864,2016,Alejandro Gonzalez Inarritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Paul Anderson, Will Poulter",156.0,8.0,58287772,11.87,13.359591276991809,0,0,0,0,5.0,0,1,0,0,11.97921632531799,0,11.97921632531799,11.97921632531799,11.97921632531799,1,11.767103392368174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cilgin-ihtiyar--2012560,Çılgın İhtiyar,2016-01-22,21547,2016,Dan Mazer,"Joshua Mikel, Adam Pally, Aubrey Plaza, Julianne Hough, Zoey Deutch",102.0,5.9,58287772,11.87,9.978038283800425,0,0,0,0,5.0,0,1,0,0,12.085399013908283,0,12.216799086380773,12.085399013908283,12.085399013908283,1,11.844708151390867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sevkat-yerimdar-2-bizde-sakat-cok--2012965,Şevkat Yerimdar 2: Bizde Sakat Çok,2016-01-22,66665,2016,Bülent İşbilen,"Aslı İnandık, Mustafa Bilgin, Özgürcan Çevik, Başak Parlak, Cezmi Baskın",100.0,4.7,58287772,11.87,11.107450356812064,0,1,0,1,5.0,0,1,0,0,11.934873247472009,0,11.934873247472009,11.934873247472009,11.934873247472009,1,11.934873247472009,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
karlar-krali-norm--2012711,Karlar Kralı Norm,2016-01-22,152688,2016,Trevor Wall,,90.0,3.4,58287772,11.87,11.936158451938743,0,0,0,0,5.0,0,1,0,0,11.879711721428011,0,,,,0,13.94080354078637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kostebekgiller-2-golge-nin-tilsimi--2012726,Köstebekgiller 2: Gölge'nin Tılsımı,2016-01-22,218438,2016,Kudret Sabancı,"Tevfik İnceoğlu, Ali Nuri Türkoğlu, Ege Yazar, Asena Keskinci, İnci Türkay",85.0,4.3,58287772,11.87,12.294262078339479,0,1,0,1,5.0,0,1,0,0,11.883239642084932,0,11.883239642084932,11.883239642084932,11.883239642084932,1,10.61184397670515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dedemin-fisi--2012136,Dedemin Fişi,2016-01-22,2015665,2016,Meltem Bozoflu,"Doğa Rutkay, İrem Sak, Meltem Yılmazkaya, Onur Atilla, Alper Kul",100.0,5.5,58287772,11.87,14.516460219844669,0,1,0,0,5.0,0,1,0,0,11.907417432452846,0,11.907417432452846,11.907417432452846,11.907417432452846,1,12.829532752544099,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spotlight--2013039,Spotlight,2016-01-29,44978,2016,Tom McCarthy,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Stanley Tucci, Liev Schreiber",128.0,8.1,58287772,11.87,10.713950993163014,0,0,0,0,3.0,0,1,0,0,12.052364253974615,0,12.052364253974615,12.052364253974615,12.052364253974615,1,11.17265001058326,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
iftarlik-gazoz--2012847,İftarlık Gazoz,2016-01-29,1031094,2016,Yüksel Aksu,"Cem Yılmaz, Berat Efe Parlar, Ümmü Putgül, Okan Avcı, Yılmaz Bayraktar",115.0,7.3,58287772,11.87,13.846131902304093,0,1,0,0,3.0,0,1,0,0,11.981921450774005,0,11.981921450774005,11.8372602466414,11.981921450774005,1,13.272588511170495,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zor-saatler--2012522,Zor Saatler,2016-01-29,53788,2016,Craig Gillespie,"John Magaro, Rachel Brosnahan, Holliday Grainger, Chris Pine, Casey Affleck",117.0,6.7,58287772,11.87,10.89282426427834,0,0,0,0,3.0,0,1,0,0,12.075131973350508,0,12.075131973350508,12.075131973350508,12.075131973350508,1,13.251264619369241,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
her-sey-asktan--2012812,Her Şey Aşktan,2016-01-29,354885,2016,Andaç Haznedaroğlu,"Hakan Meriçliler, Öznur Serçeler, Özcan Deniz, Şükrü Özyıldız, Hande Doğandemir",105.0,5.3,58287772,11.87,12.77955189012475,0,1,0,0,3.0,0,1,0,0,12.018831606251833,0,12.018831606251833,12.018831606251833,12.018831606251833,1,11.057975256228197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hep-yek--2012319,Hep Yek,2016-02-05,265707,2016,Ali Yorgancıoğlu,"Volkan Başaran, Gürkan Uygun, Fırat Tanış, Gökhan Yıkılkan, İnan Ulaş Torun",90.0,4.3,58287772,11.87,12.490153240440288,0,1,0,0,3.0,0,1,0,0,12.053409800973329,0,12.053409800973329,12.26752301487987,12.053409800973329,1,10.911373217595646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
carol--2012184,Carol,2016-02-05,30285,2016,Todd Haynes,"Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler, Jake Lacy",118.0,7.3,58287772,11.87,10.3184408385166,0,0,0,0,3.0,0,1,0,0,12.072398646167546,0,12.072398646167546,12.072398646167546,12.072398646167546,1,9.663833449094929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kotu-kedi-serafettin--2012628,Kötü Kedi Şerafettin,2016-02-05,359176,2016,Mehmet Kurtuluş (II),"Ahmet Mümtaz Taylan, Yekta Kopan, Demet Evgar, Okan Yalabık, Cezmi Baskın",86.0,7.0,58287772,11.87,12.791570582179697,0,1,0,0,3.0,0,1,0,0,11.999317070848756,0,11.999317070848756,11.999317070848756,11.999317070848756,1,12.779576548351061,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ip-man-3--2013047,Ip Man 3,2016-02-05,80180,2016,Wilson Yip,"Jin Zhang, Mike Tyson, Lynn Hung, Donnie Yen",105.0,7.0,58287772,11.87,11.292041858056864,0,0,0,1,3.0,0,1,0,0,12.031007211301993,0,12.031007211301993,12.031007211301993,12.031007211301993,1,11.11395422597838,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hesapta-ask--2013065,Hesapta Aşk,2016-02-12,41233,2016,Gönenç Uyanık,"Kutay Kalabalık, Burak Tozkoparan, Fırat Altunmeşe, Derya Şensoy, Meriç Aral",92.0,5.0,58287772,11.87,10.627018437730513,0,1,0,0,3.0,0,1,0,0,12.002585466946412,0,12.002585466946412,12.002585466946412,12.002585466946412,1,13.415974358953894,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
dunyanin-en-guzel-kokusu--2012895,Dünyanın En Güzel Kokusu,2016-02-12,219116,2016,Mustafa Uğur Yağcıoğlu,"Tuğçe Altuğ, Açelya Akkoyun, Feriha Eyüboğlu, Nezih Tuncay, Esra Ruşan",88.0,5.5,58287772,11.87,12.297361112715086,0,1,0,0,3.0,0,1,0,0,11.951638539938415,0,11.951638539938415,11.951638539938415,11.951638539938415,1,9.991137143805766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
deadpool--2012473,Deadpool,2016-02-12,1122044,2016,Tim Miller,"Leslie Uggams, Brianna Hildebrand, Ed Skrein, T.J. Miller, Gina Carano",108.0,8.0,58287772,11.87,13.930663471212387,0,0,0,0,3.0,0,1,0,0,11.963985774680438,0,11.963985774680438,11.963985774680438,11.963985774680438,1,12.297932687242719,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
danimarkali-kiz--2012695,Danimarkalı Kız,2016-02-12,29811,2016,Tom Hooper,"Holly Weston, Ben Whishaw, Eddie Redmayne, Alicia Vikander, Matthias Schoenaerts",119.0,7.1,58287772,11.87,10.302666276001585,0,0,0,0,3.0,0,1,0,0,12.031802246974642,0,12.031802246974642,12.031802246974642,12.031802246974642,1,12.781575553989166,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ayi-kardesler-kurtarma-operasyonu--2013108,Ayı Kardeşler: Kurtarma Operasyonu,2016-02-19,100552,2016,Fuyuan Liu,,95.0,4.9,58287772,11.87,11.518440230658252,0,0,0,0,3.0,0,1,0,0,11.97416438127554,0,,,,0,10.75987846677554,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gizli-dunya--2012903,Gizli Dünya,2016-02-19,23825,2016,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Wendy Crewson",118.0,8.1,58287772,11.87,10.078532700359306,0,0,0,0,3.0,0,1,0,0,11.95946360222337,0,11.95946360222337,11.95946360222337,11.95946360222337,1,11.95946360222337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saul-un-oglu--2012912,Saul'un Oğlu,2016-02-19,17270,2016,Laszlo Nemes,"Todd Charmont, Urs Rechn, Levente Molnar, Geza Röhrig",107.0,7.4,58287772,11.87,9.756784073343919,0,0,0,0,3.0,0,1,0,0,11.900684511540117,0,11.900684511540117,11.900684511540117,11.900684511540117,1,11.900684511540119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osman-pazarlama--2012720,Osman Pazarlama,2016-02-19,1983777,2016,Togan Gökbakar,"Esra Balıkçı, Yurtşen Fidan, Liberat Niyoyandika, Feriştah Senem Yıldırım, Mehmet Selim Akgül",114.0,3.6,58287772,11.87,14.500513665404934,0,1,0,0,3.0,0,1,0,0,11.835717831594778,0,11.835717831594778,11.835717831594778,11.835717831594778,1,11.402290583007508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cagrilan--2012945,Çağrılan,2016-02-26,30759,2016,Hüseyin Eleman,"Çağla Nefesoğlu, Meral Ceren Türk, Candaş Yılancı, Bahadır Karaca, Akdora Akalın",85.0,3.1,58287772,11.87,10.333970423619581,0,1,0,0,2.0,0,1,0,0,11.914094179648018,0,11.914094179648018,11.914094179648018,11.914094179648018,1,12.858183174709216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hesaplasma--2012983,Hesaplaşma,2016-02-26,14431,2016,Shintaro Shimosawa,"Malin Akerman, Alice Eve, Josh Duhamel, Julia Stiles, Al Pacino",106.0,5.3,58287772,11.87,9.577203242302405,0,0,0,0,2.0,0,1,0,0,11.868947786618634,0,11.868947786618634,11.868947786618634,11.868947786618634,1,11.107450356812064,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
misir-tanrilari--2012088,Mısır Tanrıları,2016-02-26,363259,2016,Alex Proyas,"Bryan Brown, Chadwick Boseman, Elodie Yung, Brenton Thwaites, Courtney Eaton",127.0,5.4,58287772,11.87,12.802874110303435,0,0,0,0,2.0,0,1,0,0,11.805288215943182,0,11.805288215943182,11.805288215943182,11.805288215943182,1,12.706115383235137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kacma-birader--2013029,Kaçma Birader,2016-03-04,332582,2016,Defne Deliormanlı,"Zafer Algöz, Melek Baykal, Algı Eke, Cihan Ercan, Nursel Köse",107.0,6.8,58287772,11.87,12.714644731987294,0,1,0,0,3.0,1,0,0,0,11.832249996871838,0,11.832249996871838,11.832249996871838,11.832249996871838,1,12.43748104952761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kod-adi-londra--2012374,Kod Adı: Londra,2016-03-04,122438,2016,Babak Najafi,"Gerard Butler, Aaron Eckhart, Angela Bassett, Robert Forster, Patrick Kennedy",99.0,5.9,58287772,11.87,11.715368225760397,0,0,0,0,3.0,1,0,0,0,11.855470910953823,0,11.855470910953823,11.855470910953823,11.855470910953823,1,11.437633225210526,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ali-kundilli-2--2012865,Ali Kundilli 2,2016-03-04,298137,2016,Faruk Aksoy,"Emre Mutlu, Ayşegül Atik, Hakan Bilgin, Ezgi Tombul, Zeynep Aktuğ",102.0,4.6,58287772,11.87,12.605311745544055,0,1,0,1,3.0,1,0,0,0,11.851878534410401,0,11.851878534410401,11.851878534410401,11.851878534410401,1,12.725467128648797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5-dalga--2012337,5. Dalga,2016-03-04,92492,2016,J Blakeson,"Marc John Jefferies, Chloe Grace Moretz, Nick Robinson, Alex Roe, Maika Monroe",112.0,5.2,58287772,11.87,11.434888244961293,0,0,0,0,3.0,1,0,0,0,11.870714364688743,0,11.870714364688743,11.870714364688743,11.870714364688743,1,11.918661096740413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roma-da-ask-baskadir--2013022,Roma'da Aşk Başkadır,2016-03-11,18394,2016,Ella Lemhagen,"Claudia Cardinale, Rosie Day, Raoul Bova, Paz Vega, Sarah Jessica Parker",90.0,4.9,58287772,11.87,9.819834167538875,0,0,0,0,3.0,1,0,0,0,11.860084459329537,0,11.860084459329537,11.860084459329537,11.860084459329537,1,10.949518907746217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uyumsuz-serisi-yandas-bolum-1--2012789,Uyumsuz Serisi: Yandaş Bölüm 1,2016-03-11,222857,2016,Robert Schwentke,"Janet McTeer, Jonny Weston, Zoë Kravitz, Theo James, Miles Teller",120.0,5.7,58287772,11.87,12.314290076316857,0,0,0,0,3.0,1,0,0,0,11.81150707142976,0,11.81150707142976,11.81150707142976,11.81150707142976,1,12.705441231464674,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kolpacino-3-devre--2012602,Kolpaçino 3.Devre,2016-03-11,1412639,2016,Şafak Sezer,"Ali Çatalbaş, Serkan Şengül, Ebubekir Öztürk, Aydemir Akbaş, Erkan Petekkaya",93.0,4.2,58287772,11.87,14.16097085213541,0,1,0,1,3.0,1,0,0,0,11.82319969945039,0,11.82319969945039,11.82319969945039,11.82319969945039,1,12.427445657133799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
annemin-yarasi--2012801,Annemin Yarası,2016-03-11,414547,2016,Ozan Açıktan,"Okan Yalabık, Meryem Uzerli, Bora Akkaş, Belçim Bilgin, Ozan Güven",120.0,7.3,58287772,11.87,12.934944049024224,0,1,0,0,3.0,1,0,0,0,11.876330862011413,0,11.876330862011413,11.876330862011413,11.876330862011413,1,12.477075861307565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kod-999--2012586,Kod 999,2016-03-18,15604,2016,John Hillcoat,"Michael Kenneth Williams, Gal Gadot, Anthony Mackie, Aaron Paul, Teresa Palmer",115.0,6.3,58287772,11.87,9.65534665470488,0,0,0,0,2.0,1,0,0,0,11.899855599500587,0,11.899855599500587,11.899855599500587,11.899855599500587,1,11.202998042017622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kung-fu-panda-3--2011849,Kung Fu Panda 3,2016-03-18,347915,2016,Jennifer Yuh,,95.0,7.1,58287772,11.87,12.759716350309592,0,0,0,1,2.0,1,0,0,0,11.851061926787636,0,,,,0,12.649562495014985,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seytan-tuyu--2012867,Şeytan Tüyü,2016-03-18,44165,2016,Murat Şenöy,"Haldun Dormen, Leyla Selen Uçer, Ayşe Melike Çerçi, Derya Karadaş, Beyti Engin",102.0,4.6,58287772,11.87,10.695710541286761,0,1,0,0,2.0,1,0,0,0,11.87039499962853,0,11.87039499962853,11.87039499962853,11.87039499962853,1,11.849550689343394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
azazil-2-buyu--2012985,Azazil 2: Büyü,2016-03-25,80904,2016,Mustafa Özen,"Zülal Memişoğlu, Sertan Erkaçan, Tuğçe Kurşunoğlu, Ayça Kuru, Murat Ercanlı",86.0,3.2,58287772,11.87,11.301030905833908,0,1,0,1,1.0,1,0,0,0,11.84592240674641,0,11.84592240674641,11.84592240674641,11.84592240674641,1,10.342326799557235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
batman-v-superman-adaletin-safagi--2012006,Batman v Superman: Adaletin Şafağı,2016-03-25,1462002,2016,Zack Snyder,"Ezra Miller, Jena Malone, Jason Momoa, Ben Affleck, Henry Cavill",151.0,6.4,58287772,11.87,14.19531797127334,0,0,0,0,1.0,1,0,0,0,11.834802172033912,0,11.834802172033912,11.834802172033912,11.834802172033912,1,11.705320670836315,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloverfield-yolu-no-10--2012783,Cloverfield Yolu No: 10,2016-04-01,38105,2016,Dan Trachtenberg,"Suzanne Cryer, Douglas M. Griffin, John Gallagher Jr., Mary Elizabeth Winstead, John Goodman",103.0,7.2,58287772,11.87,10.54812702903103,0,0,0,1,2.0,1,0,0,0,11.882012488018699,0,11.882012488018699,11.882012488018699,11.882012488018699,1,12.644136306509,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
somuncu-baba-askin-sirri--2013015,Somuncu Baba: Aşkın Sırrı,2016-04-01,163088,2016,Kürşat Kızbaz,"Altan Gördüm, Saruhan Hünel, Ali Sürmeli, Furkan Palalı, Gürkan Uygun",115.0,6.6,58287772,11.87,12.002051343048377,0,1,0,0,2.0,1,0,0,0,11.855857871175804,0,11.855857871175804,11.855857871175804,11.855857871175804,1,11.507066975347993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
deliormanli--2013057,Deliormanlı,2016-04-01,149010,2016,Murat Şeker,"Murat Serezli, Murat Akkoyunlu, Gürkan Uygun, Derya Şensoy, Sarp Levendoğlu",108.0,4.4,58287772,11.87,11.911775407705983,0,1,0,0,2.0,1,0,0,0,11.858669284096429,0,11.858669284096429,11.858669284096429,12.160226963619289,1,12.534309384772147,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeniden-basla--2013020,Yeniden Başla,2016-04-08,27961,2016,Jean-Marc Vallee,"Debra Monk, Judah Lewis, Heather Lind, Chris Cooper, Jake Gyllenhaal",101.0,7.0,58287772,11.87,10.23860172454777,0,0,0,0,4.0,1,0,0,0,11.859671286428684,0,11.859671286428684,11.859671286428684,11.859671286428684,1,10.723581959704749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kizkaciran--2013072,Kızkaçıran,2016-04-08,18033,2016,Korhan Uğur,"Barış Kıralioğlu, Aydan Burhan, Yüksel Ünal, Ceren Benderlioğlu, Emir Benderlioğlu",95.0,3.9,58287772,11.87,9.800014144059851,0,1,0,0,4.0,1,0,0,0,11.829651479727184,0,11.829651479727184,11.829651479727184,11.829651479727184,1,12.465138942875907,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cesur-horoz--2013092,Cesur Horoz,2016-04-08,30830,2016,Rodolfo Riva-Palacio Alatriste,,98.0,5.8,58287772,11.87,10.336275956293182,0,0,0,0,4.0,1,0,0,0,11.792748982715052,0,,,,0,12.66333172692681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
